epoch,train_loss,train_acc,val_loss,val_acc,epoch_time,memory_usage_mb
1,0.2632687783536271,0.9059996439380452,0.1088045159947345,0.9629101283880172,133.72011280059814,944.921875
2,0.11212240258811743,0.962257432793306,0.07553137120619395,0.9757489300998573,130.06568789482117,948.44921875
3,0.07996458977308984,0.9715150436175894,0.06927188115457496,0.9743223965763196,129.73086881637573,947.08203125
